post_id,post_date,is_published,email_sent_at,inbox_sent_at,type,audience,title,subtitle,podcast_url
157448115.people-moves-19022025,2025-02-19T09:04:47.465Z,true,2025-02-19T09:04:47.549Z,2025-02-19T09:04:47.549Z,newsletter,only_paid,People Moves: 19/02/2025,ICYMI - New appointments at LGIM Real Assets & Kearney as PRS REIT announces it has been approached by a potential acquirer,
157382779.people-moves-18022025,2025-02-18T12:23:34.936Z,true,2025-02-18T12:23:35.015Z,2025-02-18T12:23:35.015Z,newsletter,only_paid,People Moves: 18/02/2025,ICYMI - New appointments at LGIM Real Assets and Centuria Capital Group,
157309460.news-and-insights-17022025,2025-02-17T11:01:39.296Z,true,2025-02-17T11:01:39.399Z,2025-02-17T11:01:39.399Z,newsletter,only_paid,News & Insights: 17/02/2025,ICYMI - Keppel DC REIT to divest in German data centre asset for €50mm,
157126119.people-moves-14022025,2025-02-14T07:47:52.312Z,true,2025-02-14T07:47:52.419Z,2025-02-14T07:47:52.419Z,newsletter,only_paid,People Moves: 14/02/2025,ICYMI - New appointment at Cushman & Wakefield as Achmea Real Estate appoints Ward van de Braak as Transactions Director,
157047783.news-and-insights-13022025,2025-02-13T08:15:22.262Z,true,2025-02-13T08:15:22.346Z,2025-02-13T08:15:22.346Z,newsletter,only_paid,News & Insights: 13/02/2025,"ICYMI - Does $ACRE's earnings report drive a move towards data center investment? Mike McRoberts rejoins PGIM, and Savills appoints James Hiatt in Central London",
156987054.people-moves-12022025,2025-02-12T11:57:39.631Z,true,2025-02-12T11:57:39.710Z,2025-02-12T11:57:39.710Z,newsletter,only_paid,People Moves: 12/02/2025,ICYMI - New Infrastructure appointments at ECDC as BNP Paribas Real Estate appoints Valuations Director ,
156914015.people-moves-11022025,2025-02-11T11:42:14.033Z,true,2025-02-11T11:42:14.107Z,2025-02-11T11:42:14.107Z,newsletter,only_paid,People Moves: 11/02/2025,"ICYMI - New leadership and managerial appointments at Aquila Capital, CBRE and Johnson Controls",
156802113.people-moves-10022025,2025-02-10T11:32:14.348Z,true,2025-02-10T11:32:14.477Z,2025-02-10T11:32:14.477Z,newsletter,only_paid,People Moves: 10/02/2025,ICYMI - Afriland Properties Plc appoints Azubike Emodi to succeed Uzo Oshogwe as Managing Director/CEO,
156672383.people-moves-08022025,2025-02-08T00:33:14.395Z,true,2025-02-08T00:33:14.478Z,2025-02-08T00:33:14.478Z,newsletter,only_paid,People Moves: 08/02/2025,"ICYMI - DWS welcomes Sentinel's Scott Arden as Head of Americas, Brandon Kou joins Medbright AI as Director and finally, JLL's Chris Walters joins UK science-focused outfit, Pioneer Group",
156586424.people-moves-07022025,2025-02-07T07:36:15.683Z,true,2025-02-07T07:36:15.787Z,2025-02-07T07:36:15.787Z,newsletter,only_paid,People Moves: 07/02/2025,"ICYMI - CBRE appoints new Head of A&T Office Bulgaria, DLA Piper poaches Joe Conder as a Partner in its Real Estate practice, and D2 Asset Management adds David Brickman as President of Residential",
156547687.people-moves-06022025,2025-02-06T03:10:31.746Z,true,2025-02-06T03:10:31.860Z,2025-02-06T03:10:31.860Z,newsletter,only_paid,People Moves: 06/02/2025,"ICYMI - Ares Capital announces Kort Schnabel as CEO, and CBRE appoints Irvinder Goodhew as Managing Director for UK Sectors",
156514407.people-moves-05022025,2025-02-05T10:54:09.971Z,true,2025-02-05T10:54:10.055Z,2025-02-05T10:54:10.055Z,newsletter,only_paid,People Moves: 05/02/2025,"ICYMI - WINT.ai appoints real estate veteran Michael Colacino as Chairman of its Board of Directors, TLT appoints raft of new joiners, and Glenhawk launches new structured real estate division",
156438504.people-moves-04022025,2025-02-04T09:01:55.848Z,true,2025-02-04T09:01:55.934Z,2025-02-04T09:01:55.934Z,newsletter,only_paid,People Moves: 04/02/2025,"ICYMI - Guidehouse appoints Dan Hahn to spearhead its Communities, Energy & Infrastructure business, and KKR appoints Raj Agrawal as Global Head of Real Assets",
156372908.people-moves-03022025,2025-02-03T13:21:28.446Z,true,2025-02-03T13:21:28.567Z,2025-02-03T13:21:28.567Z,newsletter,only_paid,People Moves: 03/02/2025,ICYMI - Leadership reshuffle at New York Life Real Estate Investors following Mark Talgo's retirement as O&G industry veteran Paul Goodfellow appointed to the role of President and CEO at Talos Energy,
156290763.news-and-insights-02022025,2025-02-02T10:54:26.224Z,true,2025-02-02T10:54:26.307Z,2025-02-02T10:54:26.307Z,newsletter,only_paid,News & Insights: 02/02/2025,"ICYMI - Nvidia records largest market cap loss in US history, new appointment at BNP Paribas Real Estate, as Chancellor Reeves calls for a controversial third runway at Heathrow ",
156152472.people-moves-31012025,2025-01-31T09:00:42.655Z,true,2025-01-31T09:00:42.731Z,2025-01-31T09:00:42.731Z,newsletter,only_paid,People Moves: 31/01/2025,ICYMI - Nuveen welcomes Harriet Steel as Global Head of Institutional Business and KKR names Morgan Stanley veteran as Senior Advisor for Real Estate,
155994515.people-moves-29012025,2025-01-29T08:18:57.309Z,true,2025-01-29T08:18:57.382Z,2025-01-29T08:18:57.382Z,newsletter,only_paid,People Moves: 29/01/2025,"ICYMI - Newly announced senior appointments at British Land, Kimco Realty and Grosvenor",
155904073.people-moves-28012025,2025-01-28T07:36:11.663Z,true,2025-01-28T07:36:11.826Z,2025-01-28T07:36:11.826Z,newsletter,only_paid,People Moves: 28/01/2025,"ICYMI - JLL expands with Energy Advisory and Sustainability practice, OMERS Infrastructure appoints Peter Gray as Leader of Americas, and Chair of Julius Baer Group Romeo Lacher to step aside",
155806564.people-moves-27012025,2025-01-27T06:40:12.704Z,true,2025-01-27T06:40:12.777Z,2025-01-27T06:40:12.777Z,newsletter,only_paid,People Moves: 27/01/2025,"ICYMI - Leadership reshuffles across Asia at UBS, Ethan Lebowitz appointed as COO to succeed Steven Plust, and two Partner appointments announced by Thrings' Real Estate team",
155688783.news-and-insights-25012025,2025-01-25T16:53:47.582Z,true,2025-01-25T16:53:47.690Z,2025-01-25T16:53:47.690Z,newsletter,everyone,News & Insights: 25/01/2025,"ICYMI - President von der Leyen launches Global Energy Transition Forum in Davos, New Real Estate vacancy at Northwest Fund in Alaska, and UK Development Consent decisions have been announced.",
155495050.people-moves-23012025,2025-01-23T11:03:38.841Z,true,2025-01-23T11:03:38.921Z,2025-01-23T11:03:38.921Z,newsletter,only_paid,People Moves: 23/01/2025,ICYMI - New appointments at Constellation Real Estate as Schroders Capital appoints Patel to lead on Infrastructure,
155425699.people-moves-22012025,2025-01-22T10:28:29.412Z,true,2025-01-22T10:28:29.491Z,2025-01-22T10:28:29.491Z,newsletter,only_paid,People Moves: 22/01/2025,ICYMI - NEWSTAR appoints Brian Harrison as Senior Vice President of Development,
155307570.people-moves-21012025,2025-01-21T04:31:00.458Z,true,2025-01-21T04:31:00.535Z,2025-01-21T04:31:00.535Z,newsletter,only_paid,People Moves: 21/01/2025,ICYMI - New appointments at Nido Living and Octopus Real Estate as Julie Moret leaves role at Northern Trust Asset Management,
155256663.people-moves-20012025,2025-01-20T16:18:11.379Z,true,2025-01-20T16:18:11.447Z,2025-01-20T16:18:11.447Z,newsletter,only_paid,People Moves: 20/01/2025,"ICYMI - JLL announces new additions to Data Centre leadership team with EMEA appointments, and KPMG appoints Andy Pyle as Global Head of Real Estate",
155170546.news-and-insights-19012025,2025-01-19T19:01:25.951Z,true,2025-01-19T19:01:26.091Z,2025-01-19T19:01:26.091Z,newsletter,everyone,News & Insights: 19/01/2025,"ICYMI - Aldar Properties closes $2.45bn sustainability-linked RCF, UAE & Uganda agree to build specialized eye-care hospital in Uganda, and where are over 10,800+ UK HNWIs leaving Britain for?",
155091690.people-moves-18012025,2025-01-18T13:00:11.032Z,true,2025-01-18T13:00:11.133Z,2025-01-18T13:00:11.133Z,newsletter,only_paid,People Moves: 18/01/2025,"ICYMI - Barings appoints Ian Mayhew as European Head of Real Estate Equity Asset Management, and Hines Europe appoints Staffan Unge as Head of Nordics",
154903080.people-moves-16012025,2025-01-16T04:48:49.683Z,true,2025-01-16T04:48:49.818Z,2025-01-16T04:48:49.818Z,newsletter,only_paid,People Moves: 16/01/2025,"ICYMI - Mary Craddock joins Greystar Europe as Managing Director of Portfolio Management, and BDT & MSD appoints Goldman Sachs' Greg Olafson as Co-Head of Global Credit",
154866748.people-moves-15012025,2025-01-15T04:00:19.276Z,true,2025-01-15T04:00:19.414Z,2025-01-15T04:00:19.414Z,newsletter,only_paid,People Moves: 15/01/2025,ICYMI - Schroders Capital appoints Peter Lowe as Head of UK Real Estate Investment,
154671722.people-moves-12012025,2025-01-12T17:51:59.379Z,true,2025-01-12T17:51:59.452Z,2025-01-12T17:51:59.452Z,newsletter,only_paid,People Moves: 12/01/2025,"ICYMI - Savills strengthens Sustainability Consultancy with two new hires, Larissa Belova joins US Real Estate team at UBS Asset Management, and Ronald S. Lauder announces retirement.",
151916231.people-moves-20112024,2024-11-20T10:35:07.500Z,true,2024-11-20T10:35:07.618Z,2024-11-20T10:35:07.618Z,newsletter,only_paid,People Moves: 20/11/2024,ICYMI - UK: Government to establish new market to trade private company shares and Royal Institution of Chartered Surveyors appoint RGU Visiting Professor,
145716240.people-moves-17062024,2024-06-17T08:46:09.489Z,true,2024-06-17T08:46:09.568Z,2024-06-17T08:46:09.568Z,newsletter,only_paid,People Moves: 17/06/2024,"ICYMI - Edmond de Rothschild appoints Ralf Kind as CEO Germany, and Aware Super appoints Mathieu Elshout as lead for European property strategy team in London",
145596745.people-moves-13062024,2024-06-13T07:39:38.523Z,true,2024-06-13T07:39:38.652Z,2024-06-13T07:39:38.652Z,newsletter,only_paid,People Moves: 13/06/2024,"ICYMI - JLL appoints Steve Jack as Energy & Infrastructure lead, Virtana appoints Paul Appleby as its new CEO, and Sheikh Hamdan appoints 22 Chief AI Officers across government entities in Dubai",
145086682.people-moves-29052024,2024-05-29T09:12:53.413Z,true,2024-05-29T09:12:53.490Z,2024-05-29T09:12:53.490Z,newsletter,only_paid,People Moves: 29/05/2024,ICYMI - Savills IM appoints Chief Sustainability Officer as DWS selects first APAC Real Estate Chief Investment Officer,
144829889.people-moves-21052024,2024-05-21T10:50:46.938Z,true,2024-05-21T10:50:47.044Z,2024-05-21T10:50:47.044Z,newsletter,only_paid,People Moves: 21/05/2024,"ICYMI - Afreximbank grants $30m for Silversands Hotel expansion, and BII appoints Daniel Hanna, Global Head of Sustainable Finance at Barclays, as new Non-Executive Director",
144795508.news-and-insights-20052024,2024-05-20T07:27:34.325Z,true,2024-05-20T07:27:34.390Z,2024-05-20T07:27:34.390Z,newsletter,only_paid,News & Insights: 20/05/2024,"ICYMI - Phoenix Group appoints Cecile Retaureau as new Head of Private Markets, and Digital Realty unveils Advanced High-Density Deployment Support for Liquid-to-Chip Cooling",
144769460.people-moves-19052024,2024-05-19T08:05:42.843Z,true,2024-05-19T08:05:42.976Z,2024-05-19T08:05:42.976Z,newsletter,only_paid,People Moves: 19/05/2024,"ICYMI - Knight Frank appoints Jackie Cheung, Europi Property Group appoints Ted Wachtmeister as Corporate Finance Director, Beauchamps appoints John Gaffney as new Partner in EU & Competition, and ESG",
144749055.news-and-insights-18052024,2024-05-18T12:54:50.190Z,true,2024-05-18T12:54:50.276Z,2024-05-18T12:54:50.276Z,newsletter,only_paid,News & Insights: 18/05/2024,"12,000 attendees anticipated for UKREiiF 2024, PGIM Real Estate acquires PBSA portfolio from Unite, Hollis appoints new CEO and Simon Carter acquires British Land shares",
144718775.people-moves-17052024,2024-05-17T11:08:36.192Z,true,2024-05-17T11:08:37.282Z,2024-05-17T11:08:37.282Z,newsletter,only_paid,People Moves: 17/05/2024,"ICYMI - BlackRock appoints Will Thomson to its expanding Climate Infrastructure team in New Zealand, and Savills announces the appointment of Rick Schuham as CEO, Global Occupier Services",
144678734.people-moves-16052024,2024-05-16T06:29:10.614Z,true,2024-05-16T06:29:10.680Z,2024-05-16T06:29:10.680Z,newsletter,only_paid,People Moves: 16/05/2024,"ICYMI - MET Group appoints Clive Turton, Downing Renewable Developments appoints Arto Hirvonen as Head of Finland, and Trowers appoints Ignatius Hwang to its new Singapore office",
144648135.people-moves-15052024,2024-05-15T06:35:07.296Z,true,2024-05-15T06:35:07.356Z,2024-05-15T06:35:07.356Z,newsletter,only_paid,People Moves: 15/05/2024,"ICYMI - Schneider Electric appoints Yasser Ahmed as Gulf Vice-President of Buildings, Knight Frank appoints Jackie Cheung Director of ESG for APAC and Singapore, Noel Travers joins RIA as Chairman",
144614554.people-moves-14052024,2024-05-14T09:21:49.508Z,true,2024-05-14T09:21:49.655Z,2024-05-14T09:21:49.655Z,newsletter,only_paid,People Moves: 14/05/2024,ICYMI - BlackRock appoints Will Thomson to its expanding Climate Infrastructure team in New Zealand and BNP Paribas hoists 'for sale' sign over estate agent Strutt & Parker,
144552194.news-and-insights-12052024,2024-05-12T11:08:49.770Z,true,2024-05-12T11:08:49.874Z,2024-05-12T11:08:49.874Z,newsletter,only_paid,News & Insights: 12/05/2024,"ICYMI - Stonal raises $22m, appoints Robin Rivaton as CEO, NGX lists N4.075 billion Infrastructure fund, and New Forests appoints Managing Director for Africa",
144465155.people-moves-10052024,2024-05-10T08:51:01.418Z,true,2024-05-10T08:51:01.501Z,2024-05-10T08:51:01.501Z,newsletter,only_paid,People Moves: 10/05/2024,"ICYMI - Aldermore appoints Lauren Pamma to build Energy and Infrastructure Division, Blackstone appoints Philip Sherrill, and Buro Happold poaches from Costain for infrastructure leadership position",
144390954.news-and-insights-07052024,2024-05-07T07:16:51.759Z,true,2024-05-07T07:16:51.831Z,2024-05-07T07:16:51.831Z,newsletter,only_paid,News & Insights: 07/05/2024,ICYMI - Shell Nigeria Gas Infrastructure Development signs $100m public-private gas construction agreement with Oyo State Government at a special event in London,
144265669.news-and-insights-03052024,2024-05-03T15:17:56.299Z,true,2024-05-03T15:17:56.408Z,2024-05-03T15:17:56.408Z,newsletter,only_paid,News & Insights: 03/05/2024,ICYMI - Fidelity raises €200m with second real estate climate impact fund,
144158805.people-moves-30042024,2024-04-30T07:19:11.982Z,true,2024-04-30T07:19:12.074Z,2024-04-30T07:19:12.074Z,newsletter,only_paid,People Moves: 30/04/2024,"ICYMI - Edmond de Rothschild appoints Dhananjai as CIO for REIM business, Barclays appoints Mike Figg as Head of Social Housing, and Herbert Smith Freehills announces new London Real Estate Partner",
144126737.people-moves-29042024,2024-04-29T13:18:01.273Z,true,2024-04-29T13:18:01.369Z,2024-04-29T13:18:01.369Z,newsletter,only_paid,People Moves: 29/04/2024,ICYMI - Digital Realty appoints Susan Swanezy to its Board of Directors,
144090877.news-and-insights-28042024,2024-04-28T08:25:06.404Z,true,2024-04-28T08:25:06.475Z,2024-04-28T08:25:06.475Z,newsletter,only_paid,News & Insights: 28/04/2024,"ICYMI - AfDB President appoints Special Envoy for Middle East and North Africa (MENA) and Gulf Region, Amiantit’s profits up 23,672% YoY in Q1-24, and Forum in Riyadh to delve on key global challenges",
143978972.people-moves-25042024,2024-04-25T07:44:30.601Z,true,2024-04-25T07:44:30.716Z,2024-04-25T07:44:30.716Z,newsletter,only_paid,People Moves: 25/04/2024,"ICYMI - Commerz Real A.G. appoints Henn to assume the position of Global Head of Green Deal Infrastructure, Colliers CEE appoints new ESG Chief, and Greg Minson joins ICG Real Estate as Global Head",
143933069.people-moves-24042024,2024-04-24T07:33:33.594Z,true,2024-04-24T07:33:33.650Z,2024-04-24T07:33:33.650Z,newsletter,only_paid,People Moves: 24/04/2024,"ICYMI - CTP Germany appoints Alexander Hund as new Managing Director, and Shearman & Sterling appoints Carolyn Stoner as new Real Estate Partner in New York",
143895425.people-moves-23042024,2024-04-23T17:18:17.263Z,true,2024-04-23T17:18:17.367Z,2024-04-23T17:18:17.367Z,newsletter,only_paid,People Moves: 23/04/2024,"ICYMI - Storegga appoints Tim Stedman to succeed Nick Cooper as CEO, Cushman & Wakefield promotes Mark Hingston as Managing Director, Asset Services, and PGIM announces senior Middle East appointment",
143514793.news-and-insights-12042024,2024-04-12T10:36:41.386Z,true,2024-04-12T10:36:41.586Z,2024-04-12T10:36:41.586Z,newsletter,only_paid,News & Insights: 12/04/2024,"ICYMI - AfDB President to co-chair Clean Cooking in Africa Summit, Preqin launches ESG fund performance benchmarks, and M&G appoints Alex Banzic; Begins redevelopment of £250m West End asset",
143441403.news-and-insights-10042024,2024-04-10T09:22:24.247Z,true,2024-04-10T09:22:24.299Z,2024-04-10T09:22:24.299Z,newsletter,only_paid,News & Insights: 10/04/2024,"ICYMI - Landsec secures planning permission for latest net zero development in the City of London at New Street Square, EC4 and LGIM appoints Miriam Uebel to Deputy Head of Europe, Institutional",
143407339.people-moves-09042024,2024-04-09T07:10:07.849Z,true,2024-04-09T07:10:07.973Z,2024-04-09T07:10:07.973Z,newsletter,only_paid,People Moves: 09/04/2024,Strutt & Parker appoints Kraig Butler as Head of Residential Sales in Gerrards Cross and Ivo de Wit is appointed as Managing Director of Real Estate Investment at Goldman Sachs,
143377662.people-moves-08042024,2024-04-08T08:22:43.634Z,true,2024-04-08T08:22:43.832Z,2024-04-08T08:22:43.832Z,newsletter,only_paid,People Moves: 08/04/2024,"ICYMI - Cushman & Wakefield appoints Jessica Francisco as its first Chief Sustainability Officer, and Savills Italia appoints Raffaella Colacicco as Co-Head Property Management Retail",
135765611.people-moves-06082023,2023-08-06T10:43:04.963Z,true,2023-08-06T10:43:05.053Z,2023-08-06T10:43:05.053Z,newsletter,only_paid,People Moves: 06/08/2023,"ICYMI - Pretium brings on Mubadala Exec to head International Real Estate, and Cushman & Wakefield promotes Dominic Bouvet to Regional Managing Partner for London & South East",
135715837.people-moves-04082023,2023-08-04T14:25:18.032Z,true,2023-08-04T14:25:18.134Z,2023-08-04T14:25:18.134Z,newsletter,only_paid,People Moves: 04/08/2023,"ICYMI - OMERS appoints Michael Hill as Global Head of Infrastructure, Manulife Investment Management makes three new appointments across its Real Estate business and Lotus appoints Schwartz as IR Lead",
135540439.people-moves-29072023,2023-07-29T09:23:30.154Z,true,2023-07-29T09:23:30.252Z,2023-07-29T09:23:30.252Z,newsletter,only_paid,People Moves: 29/07/2023,"ICYMI - CBRE Investment Management appoints Catriona Buckley as Senior Director, Client Solutions; and Cushman & Wakefield promotes Kyle Youngson to Director in Charge - Gold Coast",
135402231.people-moves-24072023,2023-07-24T14:05:43.970Z,true,2023-07-24T14:05:44.147Z,2023-07-24T14:05:44.147Z,newsletter,only_paid,People Moves: 24/07/2023,"New executive appointments at BlackRock, Colliers Korea and Cushman & Wakefield (in CEE and the Gold Coast).",
132777480.people-moves-03072023,2023-07-03T14:50:05.312Z,true,2023-07-03T14:50:05.404Z,2023-07-03T14:50:05.404Z,newsletter,only_paid,People Moves: 03/07/2023,ICYMI - IBR Group International spoke extensively with Passivhaus Architect and Chartered Engineer Christian Dimbleby; AXA IM Alts appoints Laurent Lavergne as Global Head of Sustainability,
126442736.news-and-insights-06062023,2023-06-06T17:02:43.532Z,true,2023-06-06T17:02:43.625Z,2023-06-06T17:02:43.625Z,newsletter,only_paid,News & Insights: 06/06/2023,"ICYMI - Cushman & Wakefield appoints Mika Kania as Director, Sustainability & ESG, Asia Pacific and ALD Automotive and LeasePlan confirm the successful completion of M&A process",
125802863.people-moves-04062023,2023-06-03T21:18:21.859Z,true,2023-06-03T21:18:22.040Z,2023-06-03T21:18:22.040Z,newsletter,only_paid,People Moves: 03/06/2023,ICYMI - Stonepeak appoints Michael Leitner from BlackRock as Senior Managing Director and EQT appoints Francesco Starace as Partner within its Infrastructure Advisory Team,
124340288.people-moves-28052023,2023-05-28T10:28:30.860Z,true,2023-05-28T10:28:31.014Z,2023-05-28T10:28:31.014Z,newsletter,only_paid,People Moves: 28/05/2023,"ICYMI - Abu Dhabi Investment Authority appoints Head of Americas for Real Estate, KREST appoints Julia Butler as Chief Investment Officer and 819 bed PBSA scheme in Bristol forward sold to KKR",
122354578.people-moves-19052023,2023-05-19T00:08:21.768Z,true,2023-05-19T00:08:21.836Z,2023-05-19T00:08:21.836Z,newsletter,only_paid,People Moves: 19/05/2023,"ICYMI - New leadership appointments at L&G Capital, Abrdn, CBRE Switzerland and Climate Asset Management",
120777957.people-moves-11052023,2023-05-11T16:49:12.981Z,true,2023-05-11T16:49:13.182Z,2023-05-11T16:49:13.182Z,newsletter,only_paid,People Moves: 11/05/2023,"ICYMI - Barclays appoints experienced real estate CFO to lead Equity Capital Markets for EMEA, Inframark appoints Steve Meininger as Chief Executive Officer, and Cushman & Wakefield appoints new CEO",
119243512.news-and-insights-04052023,2023-05-04T11:29:34.099Z,true,2023-05-04T11:29:34.185Z,2023-05-04T11:29:34.185Z,newsletter,only_paid,News & Insights: 04/05/2023,"Ramboll appoints Head of Sustainability for Middle East, Cushman & Wakefield appoints two new National Directors to boost Asset Management Capabilities, and A Bird's Eye View of APAC's CRE Debt Market",
118773605.people-moves-02052023,2023-05-02T11:39:05.951Z,true,2023-05-02T11:39:06.076Z,2023-05-02T11:39:06.076Z,newsletter,only_paid,People Moves: 02/05/2023,"ICYMI - Schneider Electric appoints Javed Ahmad as Senior Vice President of Global Supply Chain North America, and Digital Realty appoints Steve Smith as Managing Director, Head of Americas",
117381088.people-moves-26042023,2023-04-26T11:32:01.354Z,true,2023-04-26T11:32:01.567Z,2023-04-26T11:32:01.567Z,newsletter,only_paid,People Moves: 26/04/2023,"Cushman & Wakefield WA completes 2 exciting new hires in WA Industrial team and JLL promotes Fraser Blackwood to Director of Planning, Energy & Infrastructure",
116909676.news-and-insights-24042023,2023-04-24T10:17:42.403Z,true,2023-04-24T10:17:42.461Z,2023-04-24T10:17:42.461Z,newsletter,only_paid,News & Insights: 24/04/2023,"ICYMI - IBR Group International spoke extensively with Oxford's Daniel Armanios, Professor of Major Programme Management, and AXA IM appoints Victoria Hall as Head of Infrastructure Funds in London",
116093913.people-moves-20042023,2023-04-20T16:00:09.469Z,true,2023-04-20T16:00:09.540Z,2023-04-20T16:00:09.540Z,newsletter,only_paid,People Moves: 20/04/2023,"ICYMI - Colliers New Zealand appoints Gareth Fraser as Chief Executive and Mark Synnott as Executive Chairman, CBRE publishes Asia Pacific Data Centre Trends Research Report for H2 2022",
115718251.people-moves-18042023,2023-04-18T22:52:51.959Z,true,2023-04-18T22:52:52.036Z,2023-04-18T22:52:52.036Z,newsletter,only_paid,People Moves: 18/04/2023,ICYMI - M&G Real Estate welcomes Robin Hubbard as Global Head of Real Estate Investor Relations from Schroders and Trei appoints Ivonne Mundil as new Head of Sustainability & ESG,
115206466.people-moves-16042023,2023-04-16T16:42:54.367Z,true,2023-04-16T16:42:54.448Z,2023-04-16T16:42:54.448Z,newsletter,only_paid,People Moves: 16/04/2023,"CBRE announces the appointment of Flint Davidson as its new Head of Capital Markets in Pacific, Essar Oil appoints Mike Mackay as Chief Transformation Officer, and GreenLab, Inc. appoints new COO",
114763453.people-moves-14042023,2023-04-14T11:54:11.014Z,true,2023-04-14T11:54:11.078Z,2023-04-14T11:54:11.078Z,newsletter,only_paid,People Moves: 14/04/2023,"Cushman & Wakefield’s WA Capital Markets team makes new appointment, Aris Water Solutions appoints Jacinto Hernandez to its Board, and Corvias appoints Erin Murphy as Property Operations RVP",
114543331.news-and-insights-13042023,2023-04-13T13:13:10.340Z,true,2023-04-13T13:13:10.435Z,2023-04-13T13:13:10.435Z,newsletter,only_paid,News & Insights: 13/04/2023,UKAA BTR Expo 2023 content sessions announced with conversations focused on Better Build to Rent Business and UK Residential ESG and Sustainability Conference 2023 to take place next month,
112579978.people-moves-04042023,2023-04-04T07:17:33.565Z,true,2023-04-04T07:17:33.670Z,2023-04-04T07:17:33.670Z,newsletter,only_paid,People Moves: 04/04/2023,"New senior management and board appointments across energy and infrastructure sector business lines at JLL, Mohr Partners, Aimco, Europcar and Cortland",
109416640.people-moves-19032023,2023-03-19T17:16:01.589Z,true,2023-03-19T17:16:01.737Z,2023-03-19T17:16:01.737Z,newsletter,only_paid,People Moves: 19/03/2023,"ICYMI - Imperative welcomes Nigel Topping to Global Advisory Board, and Schneider Electric appoints Mark Yeeles as VP of its Secure Power division in the United Kingdom & Ireland",
108528115.people-moves-15032023,2023-03-15T08:00:22.780Z,true,2023-03-15T08:00:22.864Z,2023-03-15T08:00:22.864Z,newsletter,only_paid,People Moves: 15/03/2023,"ICYMI - New global Energy & Infrastructure sector executive appointments welcomed at Colt Data Services, Macquarie Capital and Cushman & Wakefield",
107940225.people-moves-12032023,2023-03-12T08:16:12.704Z,true,2023-03-12T08:16:12.801Z,2023-03-12T08:16:12.801Z,newsletter,only_paid,People Moves: 12/03/2023,"ICYMI - KPMG UK appoints Philip Shields as Head of Real Estate Corporate Finance, and UK Govt announces £42 million to support the delivery of building safety reforms",
107352898.people-moves-09032023,2023-03-09T08:45:56.597Z,true,2023-03-09T08:45:56.685Z,2023-03-09T08:45:56.685Z,newsletter,only_paid,People Moves: 09/03/2023,"ICYMI - LaSalle appoints new Chief Executive Officer for Japan, and KPMG UK appoints Philip Shields as Head of Real Estate Corporate Finance",
107197689.news-and-insights-08032023,2023-03-08T14:34:27.129Z,true,2023-03-08T14:34:27.209Z,2023-03-08T14:34:27.209Z,newsletter,only_paid,News & Insights: 08/03/2023,"ICYMI - Cushman & Wakefield’s Women’s Integrated Network celebrates 500+ members, Landsea Homes announces location of new corporate headquarters, and Gilly Cooper joins Colt DCS as VP of HR",
106591176.news-and-insights-05032023,2023-03-05T13:13:26.658Z,true,2023-03-05T13:13:26.741Z,2023-03-05T13:13:26.741Z,newsletter,only_paid,News & Insights: 05/03/2023,"ICYMI - H.I.G. Capital appoints Colin Hannaway from Houlihan Lokey as Managing Director in New York, and Essex Property Trust to present at the 2023 Citigroup Global Property CEO Conference",
106246105.people-moves-03032023,2023-03-03T18:01:22.621Z,true,2023-03-03T18:01:22.730Z,2023-03-03T18:01:22.730Z,newsletter,only_paid,People Moves: 03/03/2023,"ICYMI - Keltbray appoints Aisling Reynolds as Group Environmental Manager, and Schneider Electric names new Chief Executive Officer for its AutoGrid business line",
105981645.news-and-insights-02032023,2023-03-02T11:25:40.820Z,true,2023-03-02T11:25:40.908Z,2023-03-02T11:25:40.908Z,newsletter,only_paid,News & Insights: 02/03/2023,"ICYMI - Colliers is named as Top three commercial real estate brand, DBS Bank officially launches Dhaka representative office, and Cushman & Wakefield welcomes new NSW Industrial Brokerage team",
105846652.news-and-insights-01032023,2023-03-01T17:28:48.217Z,true,2023-03-01T17:28:49.448Z,2023-03-01T17:28:49.448Z,newsletter,only_paid,News & Insights: 01/03/2023,"ICYMI - Bloom Energy signs MoU with Chantiers de l'Atlantique for fuel cell installations, and Heelstone Renewable Energy closes its USD $175 million credit facility with BlackRock Alternatives",
105625767.people-moves-28022023,2023-02-28T17:00:34.210Z,true,2023-02-28T17:00:34.377Z,2023-02-28T17:00:34.377Z,newsletter,only_paid,People Moves: 28/02/2023,ICYMI - Robert Bernard joins CBRE as Chief Sustainability Officer and Perch Energy appoints former Etsy CEO Maria Thomas to Board of Directors,
105446621.people-moves-27022023,2023-02-27T18:40:46.878Z,true,2023-02-27T18:40:47.036Z,2023-02-27T18:40:47.036Z,newsletter,only_paid,People Moves: 27/02/2023,"ICYMI - Pantheon appoints Jonathan Lulu as Managing Director of growing Real Estate platform in Chicago, and Landsea Homes welcomes two new Sales and Marketing appointments in Florida",
105205753.news-and-insights-26022023,2023-02-26T13:30:22.050Z,true,2023-02-26T13:30:22.112Z,2023-02-26T13:30:22.112Z,newsletter,only_paid,News & Insights: 26/02/2023,"ICYMI - UK Government announces new rules on Social Housing qualifications, and proposes overhaul of NSIP planning process",
